qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CDX78442	AT5G11750	85.734	708	75	15	1	701	1	689	0	725
CDX78550	AT5G13980	89.903	3080	281	13	1	3059	1	3071	0	3938
CDX78675	AT5G16190	88.235	1513	173	5	4	1513	3	1513	0	1803
CDX78334	AT5G08305	83.567	1570	251	5	1	1568	1	1565	0	1463
CDX78344	AT5G08570	87.47	1269	159	0	1	1269	1	1269	0	1463
CDX78604	AT5G15020	88.165	2687	264	21	1	2657	1	2663	0	3151
CDX78486	AT5G12420	82.3	1435	230	10	27	1440	12	1443	0	1221
CDX78625	AT5G15310	85.216	974	113	14	1	957	1	960	0	972
CDX78389	AT5G10540	91.216	2106	167	3	1	2088	1	2106	0	2848
CDX78288	AT5G07310	88	725	86	1	4	728	16	739	0	856
CDX78516	AT5G13320	85.789	1724	237	5	1	1717	1	1723	0	1820
CDX78468	AT5G12180	91.316	1497	130	0	74	1570	89	1585	0	2045
CDX78768	AT5G18010	85.714	280	32	5	1	279	1	273	1.37e-77	289
CDX78327	AT5G08200	86.785	507	44	14	127	611	118	623	1.15e-153	544
CDX78387	AT5G10510	86.524	794	77	14	184	962	724	1502	0	846
CDX78378	AT5G44050	84.767	1418	208	8	45	1458	63	1476	0	1415
CDX78525	AT5G13490	86.892	1152	121	15	1	1125	1	1149	0	1264
CDX78482	AT5G12310	85.088	798	83	18	1	795	1	765	0	782
CDX78722	AT5G17020	91.737	2021	167	0	1178	3198	1163	3183	0	2808
CDX78598	AT5G14860	87.468	774	95	1	585	1356	663	1436	0	891
CDX78487	AT5G12420	82.761	1340	206	16	76	1407	121	1443	0	1171
CDX78774	AT4G38825	84.314	204	26	4	58	261	61	258	3.08e-49	195
CDX78749	AT5G17420	92.301	2156	148	5	559	2702	556	2705	0	3046
CDX78309	AT5G07740	84.768	1917	236	31	2560	4437	3016	4915	0	1871
CDX78633	AT5G15490	90.367	1443	139	0	259	1701	1	1443	0	1895
CDX78564	AT5G14170	87.791	1204	117	9	195	1368	372	1575	0	1382
CDX78287	AT5G07300	88.788	1659	174	2	93	1739	78	1736	0	2023
CDX78576	AT5G14420	88.167	1386	131	15	49	1416	37	1407	0	1620
CDX78333	AT5G08300	91.213	1047	83	5	1	1041	1	1044	0	1415
CDX78653	AT5G15800	91.413	757	56	7	1	751	1	754	0	1029
CDX78520	AT5G13440	86.587	835	98	6	1	831	1	825	0	909
CDX78703	AT5G16680	83.047	1569	222	22	443	1976	713	2272	0	1384
CDX78646	AT5G15650	93.576	576	37	0	423	998	489	1064	0	859
CDX78497	AT5G12950	86.309	2593	323	23	1	2568	1	2586	0	2793
CDX78342	AT5G08550	90.78	987	87	3	1547	2531	1739	2723	0	1315
CDX78465	AT5G12080	83.871	2077	320	12	102	2175	132	2196	0	1965
CDX78581	AT5G14500	88.312	924	105	3	1	924	1	921	0	1105
CDX78607	AT5G15110	87.212	1431	168	12	1	1428	1	1419	0	1615
CDX78432	AT5G11670	92.02	1767	141	0	1	1767	1	1767	0	2483
CDX78293	AT5G07460	85.481	613	83	4	57	666	48	657	0	634
CDX78471	AT5G11250	83.425	1635	259	11	106	1731	124	1755	0	1507
CDX78767	AT5G17920	93.124	2298	158	0	1	2298	1	2298	0	3369
CDX78460	AT5G11975	85.802	324	37	3	1	321	330	13	2.03e-91	335
CDX78318	AT5G08020	88.015	1819	198	6	1	1803	1	1815	0	2134
CDX78412	AT5G11200	92.979	527	37	0	268	794	214	740	0	769
CDX78707	AT5G16770	86.765	1020	111	11	1	1005	1	1011	0	1114
CDX78694	AT5G16500	82.016	1607	214	42	1	1541	10	1607	0	1297
CDX78771	AT5G18030	89.524	210	22	0	85	294	58	267	6.82e-71	267
CDX78650	AT5G15740	91.421	1527	131	0	1	1527	1	1527	0	2095
CDX78413	AT5G11230	83.477	1047	159	10	1	1040	1	1040	0	963
CDX78776	AT5G18030	87.64	267	30	3	1	264	1	267	3.57e-83	307
CDX78507	AT5G13110	91.193	1794	155	2	112	1905	1	1791	0	2435
CDX78770	AT5G18010	84.588	279	37	5	1	279	1	273	1.38e-72	272
CDX78415	AT5G11250	84.603	1273	172	21	446	1703	305	1568	0	1243
CDX78734	AT5G17260	87.031	987	108	7	1	986	1	968	0	1096
CDX78773	AT5G18030	87.097	279	24	6	1	279	1	267	1.36e-82	305
CDX78351	AT5G08690	90.233	1546	145	4	129	1671	129	1671	0	2013
CDX78708	AT5G16800	88.96	779	80	4	26	804	41	813	0	957
CDX78346	AT5G08590	92.272	867	61	3	226	1092	196	1056	0	1225
CDX78377	AT5G10390	90	180	18	0	106	285	232	411	6.69e-61	233
CDX78401	AT5G10840	89.834	1623	148	7	13	1619	31	1652	0	2067
CDX78631	AT5G15470	91.698	1602	130	2	1	1602	1	1599	0	2218
CDX78672	AT5G16130	92.147	573	45	0	1	573	1	573	0	809
CDX78375	AT5G10360	89.614	751	76	2	1	750	1	750	0	953
CDX78599	AT5G14910	84.346	543	58	9	1	534	1	525	1.86e-142	507
CDX78670	AT5G16070	91.713	1605	130	1	1	1605	1	1602	0	2224
CDX78606	AT5G15080	87.016	1394	157	6	121	1514	112	1481	0	1550
CDX78619	AT5G15220	88.769	463	48	4	1	461	1	461	3.54e-160	564
CDX78313	AT5G07860	82.716	1377	202	19	36	1406	6	1352	0	1192
CDX78561	AT5G14120	85.608	1744	245	5	1	1744	1	1738	0	1825
CDX78370	AT5G10140	87.437	597	66	3	1	594	1	591	0	678
CDY38953	AT2G23550	76.761	284	39	12	143	419	10	273	1.32e-30	134
CDY38920	AT2G22980	84.56	557	84	2	28	583	31	586	8.51e-156	551
CDY38947	AT2G23520	81.052	2586	325	58	100	2532	115	2688	0	1908
CDY38924	AT2G23060	84.787	940	139	4	265	1202	301	1238	0	941
CDY38952	AT2G23550	81.006	795	134	14	1	783	1	790	1.66e-175	616
CDY38958	AT2G23620	85.12	793	113	3	121	909	1	792	0	806
CDY38935	AT2G23310	84.087	641	92	6	1	633	1	639	6.15e-174	610
CDY38938	AT2G23340	84.241	514	60	9	12	510	24	531	4.02e-135	481
CDY38959	AT2G23630	87.67	1622	197	3	1	1620	16	1636	0	1884
CDY38923	AT2G23050	84.414	1450	193	20	1	1426	1	1441	0	1395
CDY38955	AT2G23580	84.137	788	121	4	31	816	7	792	0	760
CDY38925	AT5G36150	82.547	2183	367	11	1	2178	1	2174	0	1908
CDY67159	AT1G54580	83.463	387	52	7	1	375	1	387	9.04e-96	350
CDY51262	AT4G10780	81.481	189	35	0	583	771	760	948	6.14e-37	156
CDY51259	AT3G56800	92.444	450	34	0	1	450	1	450	0	643
CDY53847	AT5G66760	91.785	1838	145	4	53	1884	68	1905	0	2553
CDY64180	AT5G61730	84.542	1572	179	24	355	1884	1261	2810	0	1498
CDY39298	AT1G64750	90.196	204	17	1	1	201	1	204	6.27e-70	263
CDY39264	AT1G65800	89.023	665	66	6	40	702	1885	2544	0	817
CDY39268	AT1G65800	83.183	2557	390	31	11	2547	8	2544	0	2303
CDY39291	AT1G43080	85.228	1205	165	7	9	1205	9	1208	0	1227
CDY39267	AT1G65800	80.802	1297	221	17	1	1277	1	1289	0	990
CDY39258	AT1G65960	89.952	1463	142	4	27	1485	24	1485	0	1882
CDY39274	AT5G37020	84.023	1571	209	19	1	1547	1	1553	0	1472
CDY39272	AT1G65730	86.667	2010	256	11	67	2070	64	2067	0	2217
CDY39281	AT1G65540	90.22	2045	195	3	163	2206	136	2176	0	2663
CDY39286	AT1G65440	86.782	4751	547	43	1	4705	1	4716	0	5219
CDY39263	AT1G65890	83	900	139	10	1	893	1	893	0	802
CDY39252	AT1G66070	86.754	687	82	4	247	930	1	681	0	756
CDY39261	AT1G65930	92.828	1227	85	2	1	1227	1	1224	0	1775
CDY39269	AT1G65800	89.373	781	83	0	659	1439	1763	2543	0	983
CDY33612	AT1G59890	84.823	1443	173	18	791	2189	908	2348	0	1410
CDY43824	AT5G54510	91.191	1839	162	0	1	1839	1	1839	0	2499
CDY43826	AT5G54500	90.132	608	60	0	1	608	1	608	0	791
CDY43829	AT5G54370	90.936	1015	90	2	1	1014	1	1014	0	1363
CDY43841	AT5G54100	87.799	877	107	0	138	1014	279	1155	0	1027
CDY43844	AT5G54010	84.855	931	135	5	315	1242	414	1341	0	933
CDY43814	AT5G54610	82.302	582	95	4	1	581	1	575	4.9e-140	497
CDY43837	AT5G54200	87.068	1129	134	9	466	1585	565	1690	0	1266
CDY67983	AT3G47090	76.029	1944	415	42	400	2319	472	2388	0	961
CDY67488	AT5G57530	88.163	811	96	0	36	846	42	852	0	966
CDY68923	AT2G33020	77.07	1365	273	26	538	1876	475	1825	0	750
CDY27703	AT3G20080	81.16	1534	248	22	1	1496	1	1531	0	1194
CDY27691	AT1G62600	85.068	221	31	2	6	224	786	1006	6.13e-58	224
CDY27651	AT5G37780	93.157	453	28	1	1	453	1	450	0	662
CDY27666	AT5G41970	88.219	1061	120	5	634	1693	64	1120	0	1262
CDY27668	AT5G41940	85.826	1023	117	14	479	1495	648	1648	0	1061
CDY27682	AT5G41770	86.536	1686	220	3	315	1996	434	2116	0	1849
CDY27692	AT1G63360	78.577	1223	238	18	10	1220	130	1340	0	785
CDY27699	AT5G41730	87.474	1453	159	12	1	1440	1	1443	0	1653
CDY27669	AT5G41940	85.363	1626	211	19	26	1633	32	1648	0	1659
CDY27701	AT2G22500	82.843	408	70	0	451	858	475	882	2.41e-100	366
CDY27677	AT4G10320	87.615	3262	371	17	1	3238	1	3253	0	3755
CDY46682	AT4G26710	89.202	213	23	0	1	213	1	213	4.77e-71	267
CDY46659	AT4G27160	82.353	204	27	4	1	204	1	195	3.31e-41	169
CDY46690	AT4G26650	83.06	1157	123	33	1	1130	22	1132	0	983
CDY46668	AT4G27070	87.352	1431	166	5	1	1419	1	1428	0	1626
CDY46687	AT4G26690	86.376	1512	192	6	644	2154	782	2280	0	1639
CDY46684	AT2G16030	83.457	538	85	4	72	607	150	685	4.87e-140	497
CDY46683	AT4G26720	91.721	918	76	0	1	918	1	918	0	1275
CDY46678	AT4G26840	92.473	279	21	0	1	279	1	279	6.73e-111	399
CDY46653	AT4G27260	91.354	1839	159	0	1	1839	1	1839	0	2516
CDY46689	AT4G26650	82.511	1378	152	37	1	1353	13	1326	0	1127
CDY46680	AT4G26780	91.071	560	47	3	1015	1574	424	980	0	754
CDY46663	AT4G27130	93.86	342	21	0	250	591	1	342	1.28e-145	516
CDY46667	AT4G26690	82.445	2119	347	15	5	2112	17	2121	0	1829
CDY04944	AT5G05260	84.739	806	123	0	2	807	785	1590	0	808
CDY04945	AT5G05260	86.423	685	83	8	1	683	1	677	0	741
CDY04974	AT5G05987	89.841	630	62	2	1	629	1	629	0	808
CDY05012	AT5G07010	84.862	1090	144	14	13	1099	1	1072	0	1079
CDY04942	AT5G05170	92.69	3201	231	1	1	3201	1	3198	0	4612
CDY04832	AT5G01710	85.179	1282	166	11	305	1568	263	1538	0	1293
CDY04949	AT5G05390	90.112	1689	167	0	1	1689	1	1689	0	2194
CDY04843	AT5G02080	86.536	921	119	4	24	943	3	919	0	1009
CDY04855	AT5G02460	86.974	1236	110	19	1	1221	1	1200	0	1343
CDY04998	AT5G06670	86.683	2891	325	27	12	2872	12	2872	0	3151
CDY04924	AT3G19170	89.944	716	70	2	18	732	2496	3210	0	922
CDY05010	AT5G06960	88.129	994	104	7	1	981	1	993	0	1170
CDY04958	AT5G05580	89.202	1315	119	13	1	1299	1	1308	0	1620
CDY04994	AT5G06600	92.725	3354	238	2	1	3351	1	3351	0	4837
CDY04960	AT5G05600	89.803	1118	109	3	1	1117	1	1114	0	1428
CDY04916	AT5G04540	85.792	1471	180	17	1264	2712	1039	2502	0	1531
CDY04847	AT5G02260	88.55	786	81	6	1	786	1	777	0	944
CDY04891	AT5G03610	85.688	1083	137	12	1	1068	1	1080	0	1125
CDY04848	AT5G02290	89.487	1170	120	2	1	1167	1	1170	0	1476
CDY04959	AT5G05590	85.732	827	106	8	29	849	8	828	0	863
CDY04898	AT5G03820	86.807	1046	133	4	5	1046	23	1067	0	1162
CDY05017	AT5G07200	89.589	1143	116	2	1	1140	1	1143	0	1448
CDY05000	AT5G06700	88.787	1088	122	0	484	1571	715	1802	0	1334
CDY04967	AT5G05780	89.417	926	98	0	1	926	1	926	0	1168
CDY04941	AT3G44970	86.861	548	60	6	2	537	887	1434	8.82e-172	603
CDY04874	AT5G02960	90.024	411	41	0	1	411	19	429	8.7e-151	532
CDY04946	AT5G05290	89.193	768	83	0	1	768	1	768	0	959
CDY04887	AT5G03530	92.756	635	41	2	1	634	1	631	0	913
CDY04837	AT5G01430	88.443	424	47	2	1	423	1	423	4.2e-144	510
CDY04822	AT5G01890	87.02	1772	227	2	1016	2787	1136	2904	0	1995
CDY04929	AT5G04890	81.25	560	82	12	850	1387	55	613	1.47e-119	431
CDY04833	AT5G01550	80.385	2024	351	30	89	2089	119	2119	0	1496
CDY04934	AT5G04980	90.007	1421	121	10	1	1421	1	1400	0	1818
CDY04984	AT5G06270	90.244	369	33	2	43	408	1	369	1.14e-134	479
CDY05015	AT5G07090	90.228	788	75	2	130	916	1	787	0	1027
CDY04952	AT5G05450	84.93	1785	241	16	10	1782	7	1775	0	1781
CDY48010	AT3G49020	74.286	700	150	24	6	693	63	744	9.28e-71	268
CDY48007	AT3G49020	73.628	1312	258	56	7	1307	103	1337	5.08e-118	425
CDY48019	AT2G46700	87.576	1803	197	17	1	1791	1	1788	0	2063
CDY48008	AT2G46870	83.644	911	84	32	36	915	57	933	0	797
CDY48013	AT2G46810	85.556	450	62	2	243	692	105	551	6e-131	468
CDY14805	AT2G41940	83.709	798	79	25	1	771	1	774	0	706
CDY14758	AT2G41240	84.594	714	107	1	1	714	1	711	0	706
CDY14745	AT2G40810	87.555	1133	141	0	88	1220	46	1178	0	1312
CDY14750	AT2G40880	84.973	366	52	3	28	390	13	378	2.45e-101	368
CDY14738	AT2G40750	80.887	879	113	28	119	965	155	1010	0	641
CDY14757	AT2G41231	89.062	192	21	0	1	192	109	300	9.25e-63	239
CDY14830	AT2G42410	86.399	647	75	8	1	636	1	645	0	695
CDY14841	AT1G54380	78.769	942	144	30	734	1632	611	1539	1.54e-164	580
CDY14803	AT2G41905	93.548	186	12	0	1	186	1	186	1.89e-74	278
CDY14748	AT2G40880	87.589	282	35	0	1	282	97	378	2.95e-89	327
CDY14787	AT2G41820	90.261	1263	117	2	1	1257	1411	2673	0	1646
CDY14813	AT2G42100	85.144	727	102	5	203	926	236	959	0	739
CDY14800	AT5G14530	93.197	147	10	0	1	147	301	447	1.03e-55	217
CDY14870	AT2G43160	86.929	2563	249	27	1	2511	1	2529	0	2798
CDY14747	AT2G40850	85.656	1234	157	13	1	1215	1	1233	0	1280
CDY14818	AT2G42200	84.595	1149	111	31	1	1104	1	1128	0	1081
CDY14867	AT2G43020	88.919	1471	163	0	1	1471	1	1471	0	1814
CDY14755	AT2G41220	93.53	3091	200	0	1783	4873	1792	4882	0	4601
CDY14815	AT2G42200	86.577	298	31	4	1	289	1	298	6.59e-87	320
CDY14772	AT2G41451	85.337	1289	162	15	70	1334	34	1319	0	1308
CDY14779	AT2G41560	87.893	2990	344	4	5	2982	110	3093	0	3500
CDY14808	AT2G41980	88.385	904	98	3	2	905	18	914	0	1081
CDY14773	AT2G41460	88.927	867	90	2	538	1404	562	1422	0	1064
CDY14840	AT2G42500	91.932	942	76	0	1	942	1	942	0	1319
CDY14761	AT2G41310	87.097	682	66	13	4	669	3	678	0	752
CDY14781	AT2G41620	90.162	2592	249	3	1	2592	1	2586	0	3369
CDY14793	AT2G41860	87.48	1254	148	8	1	1251	1	1248	0	1437
CDY14777	AT2G41510	86.808	1463	183	5	125	1579	161	1621	0	1624
CDY14843	AT2G42520	88.173	1522	169	8	271	1785	292	1809	0	1803
CDY14762	AT2G41330	83.083	733	95	16	379	1089	484	1209	0	640
CDY14842	AT2G40300	87.613	775	85	7	1	765	1	774	0	889
CDY14754	AT2G40930	90.082	1956	188	2	1	1953	1	1953	0	2532
CDY64943	AT3G08850	90.135	2372	207	8	1256	3600	1664	4035	0	3059
CDY64941	AT3G08900	89.641	502	52	0	510	1011	582	1083	0	640
CDY64938	AT3G08930	90.594	1531	142	2	1	1530	1	1530	0	2028
CDY46972	AT5G23990	88.165	2104	238	10	1	2097	1	2100	0	2495
CDY46964	AT5G23580	87.344	1446	171	10	14	1452	14	1454	0	1646
CDY46974	AT5G24140	83.582	1541	243	10	9	1544	9	1544	0	1435
CDY46970	AT1G45100	72.857	910	193	36	814	1709	550	1419	5.81e-69	263
CDY46948	AT5G23190	87.507	1673	195	9	9	1668	9	1680	0	1919
CDY46956	AT5G23370	84.37	659	98	5	1	655	1	658	0	641
CDY46950	AT5G23210	87.317	1506	178	10	9	1512	6	1500	0	1711
CDY46968	AT5G23740	92.292	480	37	0	1	480	1	480	0	682
CDY46962	AT5G23580	86.35	1033	133	6	356	1383	437	1466	0	1120
CDY46955	AT5G23370	85.054	649	92	5	1	645	1	648	0	656
CDY46942	AT5G23010	86.716	542	66	6	560	1101	1010	1545	8.91e-170	597
CDY66303	AT5G48960	92.236	322	22	3	1424	1745	1563	1881	3.37e-126	453
CDY66301	AT2G47110	89.231	455	49	0	1	455	1	455	7.71e-162	569
CDY66299	AT3G62180	87.294	606	75	2	638	1242	140	744	0	691
CDY55591	AT3G20580	88.057	1951	233	0	1	1951	1	1951	0	2313
CDY23632	AT1G56420	88.839	224	25	0	85	308	1	224	2.5e-73	276
CDY23644	AT3G13790	90.211	1706	161	2	1	1703	1	1703	0	2220
CDY23587	AT3G13300	83.613	1910	271	25	1995	3873	2137	4035	0	1755
CDY23562	AT3G13060	87.822	1437	148	17	439	1863	484	1905	0	1659
CDY23561	AT3G13020	76.405	1352	273	19	373	1690	475	1814	0	688
CDY23613	AT3G13510	89.134	1270	124	8	1	1266	1	1260	0	1568
CDY23614	AT3G13520	90.323	186	15	1	1	186	1	183	2.48e-63	241
CDY23576	AT4G27820	85.156	1125	156	7	25	1143	22	1141	0	1142
CDY23640	AT3G13772	92.746	1806	131	0	199	2004	121	1926	0	2610
CDY23597	AT3G13400	92.572	1656	123	0	4	1659	1	1656	0	2377
CDY23589	AT3G13320	89.764	1270	123	3	1	1268	46	1310	0	1618
CDY23580	AT3G13290	82.42	1661	242	28	2016	3630	2367	4023	0	1404
CDY23625	AT3G13610	86.753	1087	142	2	1	1086	1	1086	0	1208
CDY23637	AT3G13750	92.274	2524	190	4	1	2520	22	2544	0	3576
CDY23605	AT3G13470	84.831	534	78	2	631	1164	970	1500	8.01e-151	534
CDY23591	AT3G13340	88.679	1272	141	1	65	1333	71	1342	0	1548
CDY23628	AT3G13650	85.045	555	81	2	1	554	1	554	4.28e-160	564
CDY23599	AT3G13420	86.477	599	81	0	1	599	1	599	0	658
CDY23557	AT3G12970	79.051	611	85	20	50	631	32	628	3.06e-104	379
CDY23564	AT3G13070	90.96	1781	136	12	1	1767	217	1986	0	2374
CDY23595	AT3G13380	83.89	2905	429	24	389	3269	605	3494	0	2736
CDY23565	AT3G13100	88.703	1558	170	3	2179	3736	1315	2866	0	1897
CDY23630	AT3G13690	88	2275	211	19	1	2226	1	2262	0	2632
CDY66767	AT2G34410	92.681	1626	116	1	1324	2949	1	1623	0	2340
CDY66768	AT2G34420	92.164	804	57	3	1	804	1	798	0	1131
CDY68858	AT5G58420	87.629	194	20	2	162	353	475	666	1.83e-57	222
CDY67480	AT2G46040	84.735	321	43	5	330	647	717	1034	1.15e-84	316
CDY20046	AT3G27440	88.881	1349	142	5	1254	2596	39	1385	0	1653
CDY19957	AT4G39640	85.507	1725	232	10	1	1713	1	1719	0	1784
CDY20033	AT3G27970	90.019	1072	107	0	1	1072	1	1072	0	1387
CDY20053	AT3G27300	88.989	1553	164	5	1	1548	1	1551	0	1914
CDY20003	AT3G29030	89.323	768	82	0	1	768	1	768	0	965
CDY19953	AT5G48400	82.435	1298	214	13	791	2078	1241	2534	0	1122
CDY20064	AT3G27020	87.618	2019	238	5	946	2961	1	2010	0	2333
CDY20021	AT3G28415	82.585	1447	225	13	168	1605	3	1431	0	1251
CDY20008	AT5G15210	77.987	159	33	2	121	278	163	320	8e-20	99
CDY20018	AT3G28715	90.436	1056	101	0	1	1056	1	1056	0	1391
CDY20059	AT3G27230	85.409	562	82	0	555	1116	672	1233	6.68e-166	584
CDY19951	AT5G48400	81.793	2499	383	35	121	2562	112	2595	0	2028
CDY20020	AT3G28415	82.929	2929	470	23	1	2917	1	2911	0	2612
CDY20039	AT3G27690	89.763	801	79	1	1	798	97	897	0	1022
CDY20022	AT3G28415	80.98	510	84	5	1	508	1684	2182	5.45e-108	392
CDY19947	AT5G48460	88.471	1969	213	7	1	1959	1	1965	0	2366
CDY19932	AT5G48900	85.044	1257	185	1	1	1257	1	1254	0	1277
CDY20015	AT5G39865	79.512	410	79	5	719	1125	655	1062	2.3e-76	287
CDY20045	AT3G27470	89.833	1200	119	1	1	1200	1	1197	0	1537
CDY19984	AT1G59620	78.068	497	87	18	1929	2418	1556	2037	3.25e-78	294
CDY20036	AT3G27810	88.984	699	59	13	1	699	1	681	0	848
CDY20035	AT3G27830	80.993	584	89	13	1	570	1	576	5.92e-124	444
CDY20010	AT3G28900	91.736	363	30	0	1	363	1	363	1.67e-142	505
CDY20049	AT3G27400	87.591	1241	150	3	1	1239	1	1239	0	1435
CDY19956	AT5G48400	83.162	1360	217	9	609	1959	1248	2604	0	1232
CDY19992	AT3G29350	88.747	471	53	0	1	471	1	471	4.58e-164	577
CDY19950	AT3G01880	78.035	1639	328	28	83	1711	158	1774	0	1003
CDY20055	AT3G27280	85.85	841	114	4	1	837	1	840	0	889
CDY20026	AT3G28340	85.768	1068	123	14	20	1062	35	1098	0	1103
CDY19938	AT3G07110	84.305	223	35	0	123	345	399	621	2.3e-56	219
CDY69223	AT4G13930	89.704	1418	142	4	1	1416	1	1416	0	1807
CDY44749	AT4G05020	90.753	1752	140	8	6	1740	3	1749	0	2318
CDY61576	AT3G23730	89.717	671	69	0	1	671	1	671	0	857
CDY48700	AT3G17430	90.974	1119	101	0	1	1119	10	1128	0	1507
CDY48699	AT3G17420	87.932	1417	151	16	1	1410	1	1404	0	1652
CDY48701	AT3G17440	91.169	804	71	0	1	804	1	804	0	1092
CDY48695	AT3G17410	88.224	1087	123	3	1	1083	1	1086	0	1293
CDY03865	AT1G24764	87.507	1849	179	26	32	1851	80	1905	0	2087
CDY03902	AT1G24280	89.75	1678	156	11	109	1776	129	1800	0	2132
CDY03878	AT1G24570	85.845	1095	149	6	1	1092	55	1146	0	1158
CDY03910	AT1G27330	87.379	206	24	2	96	300	3	207	1.97e-61	235
CDY03914	AT1G27370	83.757	905	106	12	234	1119	309	1191	0	819
CDY03899	AT1G24330	86.122	1542	181	17	716	2239	788	2314	0	1631
CDY03844	AT1G25520	89.855	690	61	5	94	777	1	687	0	878
CDY03912	AT1G27330	87.981	208	23	2	226	432	1	207	4.81e-64	244
CDY03849	AT1G25490	86.719	896	106	5	1	894	1	885	0	983
CDY03859	AT1G25340	84.429	867	117	6	1	864	1	852	0	837
CDY03913	AT1G27360	83.835	996	123	17	155	1116	191	1182	0	913
CDY03864	AT5G57890	89.412	255	24	1	347	601	560	811	4.03e-86	318
CDY03900	AT1G24320	87.5	2328	274	11	154	2477	55	2369	0	2671
CDY03963	AT3G16400	83.451	1420	212	15	1	1404	1	1413	0	1299
CDY03958	AT3G16400	81.56	1410	226	24	1	1390	1	1396	0	1133
CDY67682	AT3G09410	86.792	1272	164	4	1	1270	1	1270	0	1415
CDY55650	AT3G21790	76.032	1477	305	34	1	1460	1	1445	0	721
CDY43620	AT5G46860	89.839	807	79	1	1	804	1	807	0	1033
CDY43626	AT5G46950	73.14	242	57	7	22	259	22	259	1.81e-14	80.5
CDY49856	AT1G72570	84.568	1147	150	7	246	1374	111	1248	0	1112
CDY49854	AT1G72540	89.388	1112	104	8	155	1253	227	1337	0	1387
CDY49857	AT1G72630	90.278	360	35	0	1	360	1	360	1.68e-132	472
CDY49858	AT1G72700	85.879	2599	325	27	1	2566	1	2590	0	2728
CDY49864	AT1G72760	84.819	1133	158	13	782	1904	947	2075	0	1127
CDY56424	AT3G15530	88.548	847	97	0	1	847	1	847	0	1027
CDY56427	AT3G15510	87.624	606	75	0	1	606	1	606	0	704
CDY67926	AT4G23690	92.389	565	41	2	1	564	1	564	0	804
CDY48795	AT1G33770	88.972	1070	115	1	103	1172	439	1505	0	1319
CDY48797	AT1G33800	88.453	892	103	0	1	892	1	892	0	1077
CDY57128	AT5G66730	80.117	1534	219	47	1	1479	1	1503	0	1064
CDY67597	AT1G22360	79.688	256	39	13	61	309	402	651	1.63e-42	172
CDY17841	AT2G16450	85.106	94	14	0	347	440	587	680	4.06e-19	97.1
CDY33113	AT2G03710	88.275	597	63	5	336	930	183	774	0	708
CDY33096	AT5G46290	84.375	288	25	9	416	683	898	1185	6.8e-70	265
CDY33101	AT2G03590	89.557	1197	98	11	148	1341	1	1173	0	1493
CDY33124	AT2G04038	84.764	466	47	7	68	524	44	494	1.53e-124	446
CDY33121	AT2G03980	80.385	1091	187	23	1	1079	1	1076	0	804
CDY33111	AT2G03670	87.534	1821	210	9	338	2151	2	1812	0	2089
CDY63395	AT3G47090	85.167	600	87	2	951	1549	2070	2668	1.21e-174	614
CDY44784	AT5G08690	92.296	1350	104	0	1	1350	322	1671	0	1917
CDY44803	AT5G09500	91.611	453	35	1	100	549	1	453	6.81e-178	623
CDY44761	AT5G08190	88.419	449	49	3	238	686	1	446	3.38e-152	538
CDY44807	AT5G09590	88.545	1519	160	5	865	2373	535	2049	0	1829
CDY44783	AT5G08690	89.725	1674	157	6	1	1662	1	1671	0	2124
CDY44762	AT5G08200	84.309	427	51	6	123	547	114	526	2.33e-111	403
CDY44793	AT5G64060	79.852	541	105	4	1	539	1	539	4.1e-108	392
CDY44780	AT5G08620	87.032	1550	177	14	186	1732	123	1651	0	1727
CDY44764	AT5G08300	91.676	937	78	0	96	1032	108	1044	0	1299
CDY53261	AT5G18030	93.711	159	10	0	100	258	109	267	1.29e-62	239
CDY53259	AT5G18010	78.571	126	9	11	1	126	1	108	2.92e-11	67.6
CDY53263	AT5G18030	90.233	215	17	2	87	300	56	267	3.22e-74	278
CDY53262	AT5G18030	87.019	208	21	6	82	289	64	265	8.85e-60	230
CDY53253	AT5G18190	89.678	2083	180	11	235	2289	1	2076	0	2623
CDY53266	AT5G18030	90.909	209	19	0	89	297	59	267	2.46e-75	281
CDY53260	AT5G18030	89.423	104	11	0	94	197	157	260	1.79e-30	132
CDY53267	AT5G18020	88.889	207	17	3	82	288	70	270	6.79e-66	250
CDY53250	AT5G18270	89.625	1012	90	6	1	1006	1	1003	0	1273
CDY53264	AT5G18030	89.048	210	17	6	82	291	64	267	1.46e-67	255
CDY53265	AT5G18030	86.022	279	27	6	1	279	1	267	1.37e-77	289
CDY65436	AT2G23810	82.424	825	136	7	1	819	1	822	0	712
CDY70967	AT1G71390	85.799	338	46	2	1	337	1765	2101	4.63e-98	357
CDY58256	AT3G19290	87.119	427	46	3	754	1174	871	1294	4.43e-133	475
CDY47327	AT4G13210	86.742	1320	154	8	1	1302	1	1317	0	1448
CDY47335	AT3G24880	83.171	1028	131	21	2477	3462	2660	3687	0	902
CDY06221	AT1G06645	81.295	1112	192	9	1	1107	40	1140	0	887
CDY06194	AT1G06040	88.202	356	42	0	1	356	1	356	2.68e-118	425
CDY06197	AT1G06090	87.382	848	102	4	57	902	55	899	0	968
CDY06287	AT1G07930	93.595	484	31	0	174	657	237	720	0	723
CDY06263	AT1G07490	84.226	336	26	9	1	321	1	324	2.06e-81	302
